"Step","default vector 32c4 beta 0.9999 - train/lm_loss","default vector 32c4 beta 0.9999 - train/lm_loss__MIN","default vector 32c4 beta 0.9999 - train/lm_loss__MAX","default vector 32c1 beta 0.65 - train/lm_loss","default vector 32c1 beta 0.65 - train/lm_loss__MIN","default vector 32c1 beta 0.65 - train/lm_loss__MAX","default vector 32c2 beta 0.95 - train/lm_loss","default vector 32c2 beta 0.95 - train/lm_loss__MIN","default vector 32c2 beta 0.95 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MIN","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MAX","baseline 32c4 - train/lm_loss","baseline 32c4 - train/lm_loss__MIN","baseline 32c4 - train/lm_loss__MAX","baseline 32c1 - train/lm_loss","baseline 32c1 - train/lm_loss__MIN","baseline 32c1 - train/lm_loss__MAX","baseline 8c2 - train/lm_loss","baseline 8c2 - train/lm_loss__MIN","baseline 8c2 - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX","baseline 32c2 - train/lm_loss","baseline 32c2 - train/lm_loss__MIN","baseline 32c2 - train/lm_loss__MAX"
"2164","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2165","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2166","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375"
"2167","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2168","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.34375","3.34375","3.34375"
"2169","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375"
"2170","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2171","3.28125","3.28125","3.28125","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2172","3.328125","3.328125","3.328125","3.40625","3.40625","3.40625","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.40625","3.40625","3.40625","3.328125","3.328125","3.328125","3.390625","3.390625","3.390625","3.359375","3.359375","3.359375"
"2173","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2174","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.34375","3.34375","3.34375"
"2175","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.34375","3.34375","3.34375"
"2176","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2177","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2178","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2179","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2180","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.328125","3.328125","3.328125"
"2181","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2182","3.28125","3.28125","3.28125","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2183","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2184","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2185","3.28125","3.28125","3.28125","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.34375","3.34375","3.34375"
"2186","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2187","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2188","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2189","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2190","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2191","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2192","3.328125","3.328125","3.328125","3.390625","3.390625","3.390625","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625","3.328125","3.328125","3.328125","3.390625","3.390625","3.390625","3.359375","3.359375","3.359375"
"2193","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2194","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2195","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2196","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2197","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2198","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2199","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375"
"2200","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875"
"2201","3.3125","3.3125","3.3125","3.390625","3.390625","3.390625","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.375","3.375","3.375"
"2202","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2203","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2204","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2205","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2206","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.359375","3.359375","3.359375","3.34375","3.34375","3.34375"
"2207","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2208","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2209","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2210","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.34375","3.34375","3.34375","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.34375","3.34375","3.34375"
"2211","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2212","3.28125","3.28125","3.28125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125"
"2213","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2214","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2215","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.34375","3.34375","3.34375"
"2216","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2217","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2218","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2219","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2220","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2221","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875"
"2222","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2223","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2224","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2225","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2226","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2227","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.375","3.375","3.375","3.328125","3.328125","3.328125"
"2228","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.34375","3.34375","3.34375"
"2229","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2230","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2231","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2232","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2233","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.3125","3.3125","3.3125","3.3125","3.3125","3.3125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2234","3.296875","3.296875","3.296875","3.375","3.375","3.375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.375","3.375","3.375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2235","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2236","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125"
"2237","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2238","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2239","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2240","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875"
"2241","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2242","3.28125","3.28125","3.28125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
"2243","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.328125","3.328125","3.328125"
"2244","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2245","3.28125","3.28125","3.28125","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.3125","3.3125","3.3125"
"2246","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875"
"2247","3.296875","3.296875","3.296875","3.359375","3.359375","3.359375","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.328125","3.328125","3.328125"
"2248","3.28125","3.28125","3.28125","3.328125","3.328125","3.328125","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125","3.296875","3.296875","3.296875"
"2249","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.34375","3.34375","3.34375","3.265625","3.265625","3.265625","3.34375","3.34375","3.34375","3.296875","3.296875","3.296875"
