"Step","default vector 32c4 beta 0.9999 - train/lm_loss","default vector 32c4 beta 0.9999 - train/lm_loss__MIN","default vector 32c4 beta 0.9999 - train/lm_loss__MAX","default vector 32c1 beta 0.65 - train/lm_loss","default vector 32c1 beta 0.65 - train/lm_loss__MIN","default vector 32c1 beta 0.65 - train/lm_loss__MAX","default vector 32c2 beta 0.95 - train/lm_loss","default vector 32c2 beta 0.95 - train/lm_loss__MIN","default vector 32c2 beta 0.95 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MIN","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MAX","baseline 32c4 - train/lm_loss","baseline 32c4 - train/lm_loss__MIN","baseline 32c4 - train/lm_loss__MAX","baseline 32c1 - train/lm_loss","baseline 32c1 - train/lm_loss__MIN","baseline 32c1 - train/lm_loss__MAX","baseline 8c2 - train/lm_loss","baseline 8c2 - train/lm_loss__MIN","baseline 8c2 - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX","baseline 32c2 - train/lm_loss","baseline 32c2 - train/lm_loss__MIN","baseline 32c2 - train/lm_loss__MAX"
"78","7.59375","7.59375","7.59375","7.71875","7.71875","7.71875","7.59375","7.59375","7.59375","7","7","7","6.90625","6.90625","6.90625","7.59375","7.59375","7.59375","7.8125","7.8125","7.8125","6.9375","6.9375","6.9375","7","7","7","7.6875","7.6875","7.6875"
"79","7.65625","7.65625","7.65625","7.71875","7.71875","7.71875","7.59375","7.59375","7.59375","6.9375","6.9375","6.9375","6.875","6.875","6.875","7.59375","7.59375","7.59375","7.8125","7.8125","7.8125","6.875","6.875","6.875","6.9375","6.9375","6.9375","7.71875","7.71875","7.71875"
"80","7.65625","7.65625","7.65625","7.71875","7.71875","7.71875","7.5625","7.5625","7.5625","6.9375","6.9375","6.9375","6.875","6.875","6.875","7.5625","7.5625","7.5625","7.75","7.75","7.75","6.875","6.875","6.875","6.90625","6.90625","6.90625","7.6875","7.6875","7.6875"
"81","7.59375","7.59375","7.59375","7.65625","7.65625","7.65625","7.53125","7.53125","7.53125","6.9375","6.9375","6.9375","6.84375","6.84375","6.84375","7.53125","7.53125","7.53125","7.8125","7.8125","7.8125","6.84375","6.84375","6.84375","6.875","6.875","6.875","7.6875","7.6875","7.6875"
"82","7.59375","7.59375","7.59375","7.65625","7.65625","7.65625","7.5","7.5","7.5","6.875","6.875","6.875","6.78125","6.78125","6.78125","7.53125","7.53125","7.53125","7.78125","7.78125","7.78125","6.8125","6.8125","6.8125","6.8125","6.8125","6.8125","7.65625","7.65625","7.65625"
"83","7.59375","7.59375","7.59375","7.65625","7.65625","7.65625","7.5","7.5","7.5","6.875","6.875","6.875","6.8125","6.8125","6.8125","7.5","7.5","7.5","7.75","7.75","7.75","6.8125","6.8125","6.8125","6.875","6.875","6.875","7.65625","7.65625","7.65625"
"84","7.5625","7.5625","7.5625","7.59375","7.59375","7.59375","7.46875","7.46875","7.46875","6.8125","6.8125","6.8125","6.75","6.75","6.75","7.53125","7.53125","7.53125","7.75","7.75","7.75","6.75","6.75","6.75","6.8125","6.8125","6.8125","7.625","7.625","7.625"
"85","7.5625","7.5625","7.5625","7.59375","7.59375","7.59375","7.40625","7.40625","7.40625","6.8125","6.8125","6.8125","6.71875","6.71875","6.71875","7.46875","7.46875","7.46875","7.6875","7.6875","7.6875","6.71875","6.71875","6.71875","6.8125","6.8125","6.8125","7.625","7.625","7.625"
"86","7.5625","7.5625","7.5625","7.59375","7.59375","7.59375","7.40625","7.40625","7.40625","6.8125","6.8125","6.8125","6.75","6.75","6.75","7.46875","7.46875","7.46875","7.75","7.75","7.75","6.75","6.75","6.75","6.75","6.75","6.75","7.59375","7.59375","7.59375"
"87","7.46875","7.46875","7.46875","7.53125","7.53125","7.53125","7.40625","7.40625","7.40625","6.75","6.75","6.75","6.75","6.75","6.75","7.46875","7.46875","7.46875","7.6875","7.6875","7.6875","6.6875","6.6875","6.6875","6.75","6.75","6.75","7.53125","7.53125","7.53125"
"88","7.46875","7.46875","7.46875","7.53125","7.53125","7.53125","7.34375","7.34375","7.34375","6.75","6.75","6.75","6.6875","6.6875","6.6875","7.40625","7.40625","7.40625","7.6875","7.6875","7.6875","6.6875","6.6875","6.6875","6.75","6.75","6.75","7.53125","7.53125","7.53125"
"89","7.46875","7.46875","7.46875","7.5","7.5","7.5","7.34375","7.34375","7.34375","6.71875","6.71875","6.71875","6.65625","6.65625","6.65625","7.40625","7.40625","7.40625","7.6875","7.6875","7.6875","6.65625","6.65625","6.65625","6.65625","6.65625","6.65625","7.5625","7.5625","7.5625"
"90","7.4375","7.4375","7.4375","7.5","7.5","7.5","7.28125","7.28125","7.28125","6.71875","6.71875","6.71875","6.65625","6.65625","6.65625","7.46875","7.46875","7.46875","7.71875","7.71875","7.71875","6.65625","6.65625","6.65625","6.65625","6.65625","6.65625","7.53125","7.53125","7.53125"
"91","7.40625","7.40625","7.40625","7.46875","7.46875","7.46875","7.28125","7.28125","7.28125","6.71875","6.71875","6.71875","6.65625","6.65625","6.65625","7.40625","7.40625","7.40625","7.71875","7.71875","7.71875","6.65625","6.65625","6.65625","6.65625","6.65625","6.65625","7.53125","7.53125","7.53125"
"92","7.40625","7.40625","7.40625","7.4375","7.4375","7.4375","7.25","7.25","7.25","6.65625","6.65625","6.65625","6.65625","6.65625","6.65625","7.40625","7.40625","7.40625","7.65625","7.65625","7.65625","6.59375","6.59375","6.59375","6.625","6.625","6.625","7.5","7.5","7.5"
"93","7.34375","7.34375","7.34375","7.40625","7.40625","7.40625","7.21875","7.21875","7.21875","6.65625","6.65625","6.65625","6.59375","6.59375","6.59375","7.34375","7.34375","7.34375","7.6875","7.6875","7.6875","6.59375","6.59375","6.59375","6.59375","6.59375","6.59375","7.46875","7.46875","7.46875"
"94","7.375","7.375","7.375","7.40625","7.40625","7.40625","7.15625","7.15625","7.15625","6.625","6.625","6.625","6.59375","6.59375","6.59375","7.40625","7.40625","7.40625","7.65625","7.65625","7.65625","6.59375","6.59375","6.59375","6.59375","6.59375","6.59375","7.46875","7.46875","7.46875"
"95","7.34375","7.34375","7.34375","7.34375","7.34375","7.34375","7.15625","7.15625","7.15625","6.65625","6.65625","6.65625","6.59375","6.59375","6.59375","7.34375","7.34375","7.34375","7.65625","7.65625","7.65625","6.53125","6.53125","6.53125","6.5625","6.5625","6.5625","7.40625","7.40625","7.40625"
"96","7.34375","7.34375","7.34375","7.40625","7.40625","7.40625","7.125","7.125","7.125","6.59375","6.59375","6.59375","6.53125","6.53125","6.53125","7.34375","7.34375","7.34375","7.65625","7.65625","7.65625","6.53125","6.53125","6.53125","6.53125","6.53125","6.53125","7.40625","7.40625","7.40625"
"97","7.34375","7.34375","7.34375","7.34375","7.34375","7.34375","7.09375","7.09375","7.09375","6.5625","6.5625","6.5625","6.53125","6.53125","6.53125","7.40625","7.40625","7.40625","7.625","7.625","7.625","6.53125","6.53125","6.53125","6.53125","6.53125","6.53125","7.40625","7.40625","7.40625"
"98","7.25","7.25","7.25","7.34375","7.34375","7.34375","7.0625","7.0625","7.0625","6.53125","6.53125","6.53125","6.5","6.5","6.5","7.34375","7.34375","7.34375","7.625","7.625","7.625","6.5","6.5","6.5","6.5","6.5","6.5","7.375","7.375","7.375"
"99","7.28125","7.28125","7.28125","7.34375","7.34375","7.34375","7.03125","7.03125","7.03125","6.53125","6.53125","6.53125","6.53125","6.53125","6.53125","7.34375","7.34375","7.34375","7.59375","7.59375","7.59375","6.46875","6.46875","6.46875","6.5","6.5","6.5","7.40625","7.40625","7.40625"
"100","7.28125","7.28125","7.28125","7.28125","7.28125","7.28125","7","7","7","6.53125","6.53125","6.53125","6.46875","6.46875","6.46875","7.34375","7.34375","7.34375","7.53125","7.53125","7.53125","6.46875","6.46875","6.46875","6.46875","6.46875","6.46875","7.375","7.375","7.375"
"101","7.25","7.25","7.25","7.28125","7.28125","7.28125","7","7","7","6.5","6.5","6.5","6.5","6.5","6.5","7.34375","7.34375","7.34375","7.5625","7.5625","7.5625","6.46875","6.46875","6.46875","6.46875","6.46875","6.46875","7.34375","7.34375","7.34375"
"102","7.25","7.25","7.25","7.1875","7.1875","7.1875","6.96875","6.96875","6.96875","6.46875","6.46875","6.46875","6.46875","6.46875","6.46875","7.3125","7.3125","7.3125","7.5","7.5","7.5","6.4375","6.4375","6.4375","6.46875","6.46875","6.46875","7.34375","7.34375","7.34375"
"103","7.1875","7.1875","7.1875","7.1875","7.1875","7.1875","6.9375","6.9375","6.9375","6.5","6.5","6.5","6.46875","6.46875","6.46875","7.28125","7.28125","7.28125","7.46875","7.46875","7.46875","6.4375","6.4375","6.4375","6.4375","6.4375","6.4375","7.28125","7.28125","7.28125"
"104","7.1875","7.1875","7.1875","7.125","7.125","7.125","6.9375","6.9375","6.9375","6.46875","6.46875","6.46875","6.4375","6.4375","6.4375","7.34375","7.34375","7.34375","7.46875","7.46875","7.46875","6.4375","6.4375","6.4375","6.40625","6.40625","6.40625","7.28125","7.28125","7.28125"
"105","7.125","7.125","7.125","7.125","7.125","7.125","6.9375","6.9375","6.9375","6.4375","6.4375","6.4375","6.40625","6.40625","6.40625","7.28125","7.28125","7.28125","7.40625","7.40625","7.40625","6.34375","6.34375","6.34375","6.375","6.375","6.375","7.25","7.25","7.25"
"106","7.125","7.125","7.125","7.0625","7.0625","7.0625","6.875","6.875","6.875","6.40625","6.40625","6.40625","6.40625","6.40625","6.40625","7.25","7.25","7.25","7.40625","7.40625","7.40625","6.375","6.375","6.375","6.34375","6.34375","6.34375","7.25","7.25","7.25"
"107","7.09375","7.09375","7.09375","7.0625","7.0625","7.0625","6.90625","6.90625","6.90625","6.40625","6.40625","6.40625","6.40625","6.40625","6.40625","7.25","7.25","7.25","7.40625","7.40625","7.40625","6.40625","6.40625","6.40625","6.34375","6.34375","6.34375","7.25","7.25","7.25"
"108","7.0625","7.0625","7.0625","7.0625","7.0625","7.0625","6.875","6.875","6.875","6.40625","6.40625","6.40625","6.40625","6.40625","6.40625","7.25","7.25","7.25","7.40625","7.40625","7.40625","6.40625","6.40625","6.40625","6.40625","6.40625","6.40625","7.1875","7.1875","7.1875"
"109","7.0625","7.0625","7.0625","7.0625","7.0625","7.0625","6.84375","6.84375","6.84375","6.40625","6.40625","6.40625","6.375","6.375","6.375","7.1875","7.1875","7.1875","7.375","7.375","7.375","6.3125","6.3125","6.3125","6.3125","6.3125","6.3125","7.1875","7.1875","7.1875"
"110","7.0625","7.0625","7.0625","7.0625","7.0625","7.0625","6.8125","6.8125","6.8125","6.40625","6.40625","6.40625","6.34375","6.34375","6.34375","7.25","7.25","7.25","7.375","7.375","7.375","6.34375","6.34375","6.34375","6.34375","6.34375","6.34375","7.15625","7.15625","7.15625"
"111","7","7","7","7","7","7","6.75","6.75","6.75","6.34375","6.34375","6.34375","6.34375","6.34375","6.34375","7.1875","7.1875","7.1875","7.34375","7.34375","7.34375","6.28125","6.28125","6.28125","6.28125","6.28125","6.28125","7.15625","7.15625","7.15625"
"112","7","7","7","7","7","7","6.75","6.75","6.75","6.34375","6.34375","6.34375","6.34375","6.34375","6.34375","7.125","7.125","7.125","7.34375","7.34375","7.34375","6.25","6.25","6.25","6.25","6.25","6.25","7.0625","7.0625","7.0625"
"113","6.9375","6.9375","6.9375","7","7","7","6.75","6.75","6.75","6.3125","6.3125","6.3125","6.34375","6.34375","6.34375","7.125","7.125","7.125","7.34375","7.34375","7.34375","6.28125","6.28125","6.28125","6.28125","6.28125","6.28125","7.0625","7.0625","7.0625"
"114","6.9375","6.9375","6.9375","6.96875","6.96875","6.96875","6.71875","6.71875","6.71875","6.3125","6.3125","6.3125","6.3125","6.3125","6.3125","7.125","7.125","7.125","7.25","7.25","7.25","6.25","6.25","6.25","6.25","6.25","6.25","7.0625","7.0625","7.0625"
"115","6.9375","6.9375","6.9375","6.96875","6.96875","6.96875","6.6875","6.6875","6.6875","6.3125","6.3125","6.3125","6.3125","6.3125","6.3125","7.125","7.125","7.125","7.3125","7.3125","7.3125","6.25","6.25","6.25","6.3125","6.3125","6.3125","7.03125","7.03125","7.03125"
"116","6.9375","6.9375","6.9375","6.9375","6.9375","6.9375","6.65625","6.65625","6.65625","6.28125","6.28125","6.28125","6.25","6.25","6.25","7.0625","7.0625","7.0625","7.25","7.25","7.25","6.21875","6.21875","6.21875","6.25","6.25","6.25","7","7","7"
"117","6.84375","6.84375","6.84375","6.875","6.875","6.875","6.65625","6.65625","6.65625","6.28125","6.28125","6.28125","6.25","6.25","6.25","7","7","7","7.21875","7.21875","7.21875","6.1875","6.1875","6.1875","6.21875","6.21875","6.21875","7","7","7"
"118","6.875","6.875","6.875","6.9375","6.9375","6.9375","6.65625","6.65625","6.65625","6.25","6.25","6.25","6.25","6.25","6.25","7.0625","7.0625","7.0625","7.21875","7.21875","7.21875","6.25","6.25","6.25","6.1875","6.1875","6.1875","7","7","7"
"119","6.875","6.875","6.875","6.90625","6.90625","6.90625","6.65625","6.65625","6.65625","6.21875","6.21875","6.21875","6.21875","6.21875","6.21875","7","7","7","7.1875","7.1875","7.1875","6.1875","6.1875","6.1875","6.1875","6.1875","6.1875","7","7","7"
"120","6.875","6.875","6.875","6.875","6.875","6.875","6.65625","6.65625","6.65625","6.25","6.25","6.25","6.25","6.25","6.25","7","7","7","7.1875","7.1875","7.1875","6.1875","6.1875","6.1875","6.1875","6.1875","6.1875","6.9375","6.9375","6.9375"
"121","6.8125","6.8125","6.8125","6.875","6.875","6.875","6.59375","6.59375","6.59375","6.21875","6.21875","6.21875","6.1875","6.1875","6.1875","7","7","7","7.1875","7.1875","7.1875","6.1875","6.1875","6.1875","6.125","6.125","6.125","6.875","6.875","6.875"
"122","6.8125","6.8125","6.8125","6.875","6.875","6.875","6.59375","6.59375","6.59375","6.1875","6.1875","6.1875","6.1875","6.1875","6.1875","7","7","7","7.125","7.125","7.125","6.15625","6.15625","6.15625","6.15625","6.15625","6.15625","6.875","6.875","6.875"
"123","6.75","6.75","6.75","6.8125","6.8125","6.8125","6.59375","6.59375","6.59375","6.1875","6.1875","6.1875","6.1875","6.1875","6.1875","6.9375","6.9375","6.9375","7.09375","7.09375","7.09375","6.125","6.125","6.125","6.125","6.125","6.125","6.84375","6.84375","6.84375"
"124","6.6875","6.6875","6.6875","6.8125","6.8125","6.8125","6.53125","6.53125","6.53125","6.1875","6.1875","6.1875","6.1875","6.1875","6.1875","6.90625","6.90625","6.90625","7.0625","7.0625","7.0625","6.09375","6.09375","6.09375","6.09375","6.09375","6.09375","6.8125","6.8125","6.8125"
"125","6.71875","6.71875","6.71875","6.8125","6.8125","6.8125","6.65625","6.65625","6.65625","6.1875","6.1875","6.1875","6.125","6.125","6.125","6.9375","6.9375","6.9375","7.0625","7.0625","7.0625","6.125","6.125","6.125","6.09375","6.09375","6.09375","6.84375","6.84375","6.84375"
"126","6.71875","6.71875","6.71875","6.8125","6.8125","6.8125","6.59375","6.59375","6.59375","6.125","6.125","6.125","6.125","6.125","6.125","6.875","6.875","6.875","7.0625","7.0625","7.0625","6.09375","6.09375","6.09375","6.0625","6.0625","6.0625","6.8125","6.8125","6.8125"
"127","6.6875","6.6875","6.6875","6.78125","6.78125","6.78125","6.59375","6.59375","6.59375","6.125","6.125","6.125","6.125","6.125","6.125","6.875","6.875","6.875","7","7","7","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625","6.78125","6.78125","6.78125"
"128","6.65625","6.65625","6.65625","6.75","6.75","6.75","6.5","6.5","6.5","6.09375","6.09375","6.09375","6.125","6.125","6.125","6.84375","6.84375","6.84375","7","7","7","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625","6.8125","6.8125","6.8125"
"129","6.65625","6.65625","6.65625","6.75","6.75","6.75","6.53125","6.53125","6.53125","6.09375","6.09375","6.09375","6.125","6.125","6.125","6.8125","6.8125","6.8125","7","7","7","6.0625","6.0625","6.0625","6.09375","6.09375","6.09375","6.75","6.75","6.75"
"130","6.625","6.625","6.625","6.71875","6.71875","6.71875","6.53125","6.53125","6.53125","6.0625","6.0625","6.0625","6.125","6.125","6.125","6.8125","6.8125","6.8125","7","7","7","6","6","6","6.0625","6.0625","6.0625","6.71875","6.71875","6.71875"
"131","6.625","6.625","6.625","6.6875","6.6875","6.6875","6.53125","6.53125","6.53125","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625","6.875","6.875","6.875","6.9375","6.9375","6.9375","6","6","6","6.0625","6.0625","6.0625","6.6875","6.6875","6.6875"
"132","6.625","6.625","6.625","6.65625","6.65625","6.65625","6.46875","6.46875","6.46875","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625","6.8125","6.8125","6.8125","6.9375","6.9375","6.9375","6","6","6","6","6","6","6.65625","6.65625","6.65625"
"133","6.65625","6.65625","6.65625","6.65625","6.65625","6.65625","6.40625","6.40625","6.40625","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625","6.78125","6.78125","6.78125","6.90625","6.90625","6.90625","6","6","6","6","6","6","6.65625","6.65625","6.65625"
"134","6.59375","6.59375","6.59375","6.65625","6.65625","6.65625","6.46875","6.46875","6.46875","6.03125","6.03125","6.03125","6.03125","6.03125","6.03125","6.8125","6.8125","6.8125","6.90625","6.90625","6.90625","5.96875","5.96875","5.96875","6","6","6","6.65625","6.65625","6.65625"
"135","6.65625","6.65625","6.65625","6.65625","6.65625","6.65625","6.40625","6.40625","6.40625","6.03125","6.03125","6.03125","6.0625","6.0625","6.0625","6.75","6.75","6.75","6.875","6.875","6.875","6","6","6","6","6","6","6.65625","6.65625","6.65625"
"136","6.65625","6.65625","6.65625","6.65625","6.65625","6.65625","6.46875","6.46875","6.46875","6.0625","6.0625","6.0625","6.0625","6.0625","6.0625","6.78125","6.78125","6.78125","6.90625","6.90625","6.90625","6","6","6","6","6","6","6.65625","6.65625","6.65625"
"137","6.5625","6.5625","6.5625","6.65625","6.65625","6.65625","6.40625","6.40625","6.40625","6","6","6","6","6","6","6.71875","6.71875","6.71875","6.875","6.875","6.875","5.96875","5.96875","5.96875","5.96875","5.96875","5.96875","6.59375","6.59375","6.59375"
"138","6.59375","6.59375","6.59375","6.625","6.625","6.625","6.40625","6.40625","6.40625","6","6","6","6","6","6","6.71875","6.71875","6.71875","6.8125","6.8125","6.8125","5.9375","5.9375","5.9375","5.9375","5.9375","5.9375","6.59375","6.59375","6.59375"
"139","6.5625","6.5625","6.5625","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","6","6","6","6","6","6","6.65625","6.65625","6.65625","6.8125","6.8125","6.8125","5.9375","5.9375","5.9375","5.9375","5.9375","5.9375","6.59375","6.59375","6.59375"
"140","6.53125","6.53125","6.53125","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","5.96875","5.96875","5.96875","5.96875","5.96875","5.96875","6.6875","6.6875","6.6875","6.75","6.75","6.75","5.9375","5.9375","5.9375","5.9375","5.9375","5.9375","6.59375","6.59375","6.59375"
"141","6.53125","6.53125","6.53125","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","5.96875","5.96875","5.96875","6","6","6","6.65625","6.65625","6.65625","6.75","6.75","6.75","5.9375","5.9375","5.9375","5.96875","5.96875","5.96875","6.59375","6.59375","6.59375"
"142","6.46875","6.46875","6.46875","6.5625","6.5625","6.5625","6.375","6.375","6.375","5.9375","5.9375","5.9375","5.96875","5.96875","5.96875","6.625","6.625","6.625","6.75","6.75","6.75","5.875","5.875","5.875","5.90625","5.90625","5.90625","6.53125","6.53125","6.53125"
"143","6.53125","6.53125","6.53125","6.59375","6.59375","6.59375","6.40625","6.40625","6.40625","5.96875","5.96875","5.96875","5.96875","5.96875","5.96875","6.625","6.625","6.625","6.71875","6.71875","6.71875","5.90625","5.90625","5.90625","5.9375","5.9375","5.9375","6.53125","6.53125","6.53125"
"144","6.5","6.5","6.5","6.59375","6.59375","6.59375","6.34375","6.34375","6.34375","6","6","6","5.9375","5.9375","5.9375","6.65625","6.65625","6.65625","6.71875","6.71875","6.71875","5.90625","5.90625","5.90625","5.9375","5.9375","5.9375","6.53125","6.53125","6.53125"
"145","6.46875","6.46875","6.46875","6.5625","6.5625","6.5625","6.34375","6.34375","6.34375","5.9375","5.9375","5.9375","5.9375","5.9375","5.9375","6.59375","6.59375","6.59375","6.65625","6.65625","6.65625","5.875","5.875","5.875","5.875","5.875","5.875","6.53125","6.53125","6.53125"
"146","6.4375","6.4375","6.4375","6.5625","6.5625","6.5625","6.3125","6.3125","6.3125","5.9375","5.9375","5.9375","5.90625","5.90625","5.90625","6.59375","6.59375","6.59375","6.65625","6.65625","6.65625","5.875","5.875","5.875","5.875","5.875","5.875","6.5","6.5","6.5"
"147","6.46875","6.46875","6.46875","6.53125","6.53125","6.53125","6.34375","6.34375","6.34375","5.9375","5.9375","5.9375","5.9375","5.9375","5.9375","6.59375","6.59375","6.59375","6.65625","6.65625","6.65625","5.875","5.875","5.875","5.875","5.875","5.875","6.53125","6.53125","6.53125"
"148","6.4375","6.4375","6.4375","6.53125","6.53125","6.53125","6.28125","6.28125","6.28125","5.9375","5.9375","5.9375","5.90625","5.90625","5.90625","6.59375","6.59375","6.59375","6.65625","6.65625","6.65625","5.875","5.875","5.875","5.84375","5.84375","5.84375","6.5","6.5","6.5"
"149","6.4375","6.4375","6.4375","6.53125","6.53125","6.53125","6.28125","6.28125","6.28125","5.875","5.875","5.875","5.875","5.875","5.875","6.5625","6.5625","6.5625","6.625","6.625","6.625","5.875","5.875","5.875","5.84375","5.84375","5.84375","6.46875","6.46875","6.46875"
"150","6.40625","6.40625","6.40625","6.5","6.5","6.5","6.25","6.25","6.25","5.875","5.875","5.875","5.875","5.875","5.875","6.53125","6.53125","6.53125","6.625","6.625","6.625","5.8125","5.8125","5.8125","5.75","5.75","5.75","6.40625","6.40625","6.40625"
"151","6.40625","6.40625","6.40625","6.53125","6.53125","6.53125","6.28125","6.28125","6.28125","5.875","5.875","5.875","5.9375","5.9375","5.9375","6.5625","6.5625","6.5625","6.59375","6.59375","6.59375","5.8125","5.8125","5.8125","5.8125","5.8125","5.8125","6.46875","6.46875","6.46875"
"152","6.40625","6.40625","6.40625","6.53125","6.53125","6.53125","6.25","6.25","6.25","5.875","5.875","5.875","5.90625","5.90625","5.90625","6.5625","6.5625","6.5625","6.59375","6.59375","6.59375","5.8125","5.8125","5.8125","5.8125","5.8125","5.8125","6.4375","6.4375","6.4375"
"153","6.4375","6.4375","6.4375","6.53125","6.53125","6.53125","6.25","6.25","6.25","5.875","5.875","5.875","5.875","5.875","5.875","6.59375","6.59375","6.59375","6.59375","6.59375","6.59375","5.78125","5.78125","5.78125","5.78125","5.78125","5.78125","6.46875","6.46875","6.46875"
"154","6.375","6.375","6.375","6.46875","6.46875","6.46875","6.1875","6.1875","6.1875","5.8125","5.8125","5.8125","5.84375","5.84375","5.84375","6.59375","6.59375","6.59375","6.59375","6.59375","6.59375","5.75","5.75","5.75","5.75","5.75","5.75","6.46875","6.46875","6.46875"
"155","6.375","6.375","6.375","6.46875","6.46875","6.46875","6.1875","6.1875","6.1875","5.84375","5.84375","5.84375","5.84375","5.84375","5.84375","6.53125","6.53125","6.53125","6.59375","6.59375","6.59375","5.75","5.75","5.75","5.75","5.75","5.75","6.4375","6.4375","6.4375"
"156","6.34375","6.34375","6.34375","6.46875","6.46875","6.46875","6.1875","6.1875","6.1875","5.875","5.875","5.875","5.875","5.875","5.875","6.53125","6.53125","6.53125","6.53125","6.53125","6.53125","5.71875","5.71875","5.71875","5.71875","5.71875","5.71875","6.40625","6.40625","6.40625"
"157","6.34375","6.34375","6.34375","6.46875","6.46875","6.46875","6.28125","6.28125","6.28125","5.875","5.875","5.875","5.84375","5.84375","5.84375","6.53125","6.53125","6.53125","6.5625","6.5625","6.5625","5.75","5.75","5.75","5.78125","5.78125","5.78125","6.40625","6.40625","6.40625"
"158","6.34375","6.34375","6.34375","6.4375","6.4375","6.4375","6.125","6.125","6.125","5.8125","5.8125","5.8125","5.8125","5.8125","5.8125","6.5","6.5","6.5","6.5","6.5","6.5","5.75","5.75","5.75","5.75","5.75","5.75","6.40625","6.40625","6.40625"
"159","6.34375","6.34375","6.34375","6.40625","6.40625","6.40625","6.1875","6.1875","6.1875","5.8125","5.8125","5.8125","5.8125","5.8125","5.8125","6.46875","6.46875","6.46875","6.46875","6.46875","6.46875","5.65625","5.65625","5.65625","5.71875","5.71875","5.71875","6.34375","6.34375","6.34375"
"160","6.3125","6.3125","6.3125","6.46875","6.46875","6.46875","6.1875","6.1875","6.1875","5.8125","5.8125","5.8125","5.8125","5.8125","5.8125","6.5","6.5","6.5","6.5","6.5","6.5","5.65625","5.65625","5.65625","5.65625","5.65625","5.65625","6.34375","6.34375","6.34375"
"161","6.34375","6.34375","6.34375","6.4375","6.4375","6.4375","6.125","6.125","6.125","5.75","5.75","5.75","5.75","5.75","5.75","6.5","6.5","6.5","6.5","6.5","6.5","5.6875","5.6875","5.6875","5.65625","5.65625","5.65625","6.34375","6.34375","6.34375"
"162","6.28125","6.28125","6.28125","6.40625","6.40625","6.40625","6.125","6.125","6.125","5.75","5.75","5.75","5.71875","5.71875","5.71875","6.46875","6.46875","6.46875","6.46875","6.46875","6.46875","5.65625","5.65625","5.65625","5.65625","5.65625","5.65625","6.34375","6.34375","6.34375"
"163","6.3125","6.3125","6.3125","6.40625","6.40625","6.40625","6.125","6.125","6.125","5.71875","5.71875","5.71875","5.71875","5.71875","5.71875","6.46875","6.46875","6.46875","6.46875","6.46875","6.46875","5.625","5.625","5.625","5.625","5.625","5.625","6.34375","6.34375","6.34375"
"164","6.28125","6.28125","6.28125","6.40625","6.40625","6.40625","6.125","6.125","6.125","5.71875","5.71875","5.71875","5.71875","5.71875","5.71875","6.40625","6.40625","6.40625","6.40625","6.40625","6.40625","5.65625","5.65625","5.65625","5.65625","5.65625","5.65625","6.3125","6.3125","6.3125"
"165","6.28125","6.28125","6.28125","6.40625","6.40625","6.40625","6.09375","6.09375","6.09375","5.6875","5.6875","5.6875","5.6875","5.6875","5.6875","6.4375","6.4375","6.4375","6.4375","6.4375","6.4375","5.59375","5.59375","5.59375","5.65625","5.65625","5.65625","6.28125","6.28125","6.28125"
"166","6.28125","6.28125","6.28125","6.40625","6.40625","6.40625","6.09375","6.09375","6.09375","5.6875","5.6875","5.6875","5.6875","5.6875","5.6875","6.40625","6.40625","6.40625","6.4375","6.4375","6.4375","5.59375","5.59375","5.59375","5.625","5.625","5.625","6.3125","6.3125","6.3125"
