"Step","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"2617","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2618","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2619","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2620","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2621","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125"
"2622","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2623","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2624","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2625","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2626","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2627","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2628","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2629","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2630","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125"
"2631","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2632","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2633","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2634","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2635","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2636","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2637","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2638","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2639","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2640","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2641","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2642","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125"
"2643","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2644","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2645","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125"
"2646","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2647","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2648","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2649","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2650","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2651","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2652","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125"
"2653","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2654","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2655","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2656","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125"
"2657","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2658","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2659","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2660","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2661","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2662","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125"
"2663","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2664","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2665","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2666","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2667","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2668","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2669","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125"
"2670","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2671","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2672","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2673","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2674","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2675","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2676","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2677","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2678","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2679","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2680","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2681","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2682","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2683","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2684","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2685","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2686","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2687","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2688","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2689","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2690","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2691","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2692","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125"
"2693","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2694","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2695","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2696","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2697","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2698","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2699","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2700","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2701","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2702","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2703","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2704","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2705","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2706","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2707","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2708","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2709","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2710","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2711","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2712","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2713","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2714","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2715","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2716","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2717","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2718","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2719","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2720","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2721","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2722","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2723","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2724","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2725","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2726","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2727","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2728","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2729","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2730","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2731","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2732","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2733","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125"
"2734","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2735","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2736","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2737","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2738","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2739","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2740","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2741","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2742","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2743","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2744","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2745","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2746","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2747","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2748","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2749","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2750","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2751","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2752","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2753","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2754","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2755","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2756","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2757","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2758","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2759","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2760","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2761","3.25","3.25","3.25","3.28125","3.28125","3.28125"
"2762","3.25","3.25","3.25","3.28125","3.28125","3.28125"
"2763","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2764","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2765","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2766","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2767","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2768","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2769","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2770","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2771","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2772","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2773","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2774","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2775","3.25","3.25","3.25","3.28125","3.28125","3.28125"
"2776","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2777","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2778","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2779","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2780","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2781","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2782","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2783","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2784","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2785","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2786","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2787","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2788","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2789","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2790","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2791","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2792","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2793","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2794","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2795","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2796","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2797","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2798","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2799","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2800","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2801","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2802","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2803","3.25","3.25","3.25","3.28125","3.28125","3.28125"
"2804","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2805","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2806","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2807","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2808","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2809","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2810","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2811","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2812","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2813","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2814","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2815","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2816","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2817","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2818","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2819","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2820","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2821","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2822","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2823","3.25","3.25","3.25","3.28125","3.28125","3.28125"
"2824","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2825","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2826","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2827","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2828","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2829","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2830","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2831","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2832","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2833","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2834","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2835","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2836","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2837","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2838","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375"
"2839","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2840","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2841","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2842","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2843","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2844","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2845","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2846","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2847","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2848","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2849","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2850","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2851","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2852","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2853","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2854","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2855","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2856","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2857","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2858","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2859","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2860","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2861","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375"
"2862","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2863","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2864","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2865","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2866","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125"
"2867","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2868","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2869","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2870","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2871","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2872","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2873","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2874","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2875","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2876","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2877","3.25","3.25","3.25","3.28125","3.28125","3.28125"
"2878","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2879","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2880","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2881","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2882","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2883","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2884","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2885","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2886","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2887","3.25","3.25","3.25","3.25","3.25","3.25"
"2888","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2889","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2890","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2891","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2892","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2893","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2894","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375"
"2895","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2896","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2897","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2898","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2899","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2900","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2901","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2902","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2903","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2904","3.25","3.25","3.25","3.28125","3.28125","3.28125"
"2905","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2906","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2907","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2908","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2909","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2910","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2911","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2912","3.25","3.25","3.25","3.25","3.25","3.25"
"2913","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2914","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2915","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2916","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2917","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2918","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2919","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2920","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2921","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2922","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2923","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2924","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2925","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2926","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2927","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2928","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2929","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2930","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2931","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2932","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2933","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2934","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2935","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2936","3.21875","3.21875","3.21875","3.265625","3.265625","3.265625"
"2937","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2938","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2939","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2940","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2941","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2942","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2943","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2944","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2945","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2946","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2947","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2948","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2949","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2950","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2951","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2952","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2953","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2954","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2955","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2956","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375"
"2957","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2958","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375"
"2959","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2960","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2961","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375"
"2962","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2963","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2964","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2965","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2966","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2967","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2968","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2969","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2970","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2971","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2972","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2973","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2974","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2975","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2976","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2977","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2978","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2979","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2980","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2981","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2982","3.203125","3.203125","3.203125","3.25","3.25","3.25"
"2983","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2984","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2985","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2986","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375"
"2987","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375"
"2988","3.25","3.25","3.25","3.25","3.25","3.25"
"2989","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2990","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2991","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2992","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"2993","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2994","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2995","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375"
"2996","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2997","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2998","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2999","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"3000","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"3001","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"3002","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875"
"3003","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"3004","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"3005","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"3006","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"3007","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"3008","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"3009","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"3010","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"3011","3.25","3.25","3.25","3.25","3.25","3.25"
"3012","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"3013","3.21875","3.21875","3.21875","3.25","3.25","3.25"
"3014","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"3015","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"3016","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"3017","3.234375","3.234375","3.234375","3.25","3.25","3.25"
"3018","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"3019","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"3020","3.234375","3.234375","3.234375","3.25","3.25","3.25"
