"Step","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"1651","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1652","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1653","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1654","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1655","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1656","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1657","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1658","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1659","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1660","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1661","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1662","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1663","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1664","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1665","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1666","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875"
"1667","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1668","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1669","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1670","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1671","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1672","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1673","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1674","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1675","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1676","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1677","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1678","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1679","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1680","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1681","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1682","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1683","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1684","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1685","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1686","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1687","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1688","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1689","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1690","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1691","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1692","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1693","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1694","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1695","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1696","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1697","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1698","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1699","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1700","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1701","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1702","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1703","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1704","3.375","3.375","3.375","3.421875","3.421875","3.421875"
"1705","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1706","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1707","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1708","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1709","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875"
"1710","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1711","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1712","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1713","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1714","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1715","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1716","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1717","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1718","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1719","3.40625","3.40625","3.40625","3.453125","3.453125","3.453125"
"1720","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875"
"1721","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1722","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1723","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1724","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1725","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1726","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1727","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1728","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1729","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1730","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1731","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1732","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1733","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1734","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1735","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1736","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1737","3.40625","3.40625","3.40625","3.453125","3.453125","3.453125"
"1738","3.390625","3.390625","3.390625","3.390625","3.390625","3.390625"
"1739","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1740","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1741","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1742","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1743","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1744","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1745","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1746","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1747","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1748","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1749","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1750","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1751","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1752","3.40625","3.40625","3.40625","3.453125","3.453125","3.453125"
"1753","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1754","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1755","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1756","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1757","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1758","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1759","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1760","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1761","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1762","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1763","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1764","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1765","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1766","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1767","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1768","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1769","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1770","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1771","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1772","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1773","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1774","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1775","3.359375","3.359375","3.359375","3.40625","3.40625","3.40625"
"1776","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1777","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1778","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1779","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1780","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1781","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1782","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1783","3.390625","3.390625","3.390625","3.390625","3.390625","3.390625"
"1784","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1785","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1786","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1787","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1788","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1789","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1790","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1791","3.421875","3.421875","3.421875","3.421875","3.421875","3.421875"
"1792","3.375","3.375","3.375","3.421875","3.421875","3.421875"
"1793","3.375","3.375","3.375","3.375","3.375","3.375"
"1794","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1795","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1796","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1797","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1798","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1799","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1800","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1801","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1802","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1803","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1804","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1805","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1806","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1807","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1808","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1809","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1810","3.390625","3.390625","3.390625","3.421875","3.421875","3.421875"
"1811","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1812","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1813","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1814","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1815","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1816","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1817","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1818","3.375","3.375","3.375","3.375","3.375","3.375"
"1819","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1820","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1821","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1822","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1823","3.390625","3.390625","3.390625","3.4375","3.4375","3.4375"
"1824","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1825","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1826","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1827","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1828","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1829","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1830","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1831","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1832","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1833","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1834","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1835","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1836","3.375","3.375","3.375","3.375","3.375","3.375"
"1837","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1838","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1839","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1840","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1841","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1842","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1843","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1844","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1845","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1846","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1847","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1848","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1849","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1850","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1851","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1852","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1853","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1854","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1855","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1856","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1857","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1858","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1859","3.375","3.375","3.375","3.375","3.375","3.375"
"1860","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1861","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1862","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1863","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1864","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1865","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1866","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1867","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1868","3.375","3.375","3.375","3.375","3.375","3.375"
"1869","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1870","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1871","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375"
"1872","3.390625","3.390625","3.390625","3.390625","3.390625","3.390625"
"1873","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1874","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1875","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1876","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1877","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1878","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1879","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1880","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1881","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375"
"1882","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1883","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1884","3.390625","3.390625","3.390625","3.390625","3.390625","3.390625"
"1885","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1886","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1887","3.375","3.375","3.375","3.375","3.375","3.375"
"1888","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1889","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1890","3.390625","3.390625","3.390625","3.390625","3.390625","3.390625"
"1891","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1892","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1893","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1894","3.390625","3.390625","3.390625","3.390625","3.390625","3.390625"
"1895","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1896","3.375","3.375","3.375","3.375","3.375","3.375"
"1897","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1898","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1899","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1900","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1901","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1902","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1903","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375"
"1904","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1905","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1906","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1907","3.375","3.375","3.375","3.375","3.375","3.375"
"1908","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1909","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1910","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375"
"1911","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1912","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1913","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1914","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1915","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375"
"1916","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1917","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1918","3.375","3.375","3.375","3.375","3.375","3.375"
"1919","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1920","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1921","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375"
"1922","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1923","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1924","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1925","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1926","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1927","3.390625","3.390625","3.390625","3.390625","3.390625","3.390625"
"1928","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1929","3.390625","3.390625","3.390625","3.40625","3.40625","3.40625"
"1930","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1931","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1932","3.359375","3.359375","3.359375","3.359375","3.359375","3.359375"
"1933","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1934","3.375","3.375","3.375","3.375","3.375","3.375"
"1935","3.375","3.375","3.375","3.390625","3.390625","3.390625"
"1936","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1937","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1938","3.359375","3.359375","3.359375","3.40625","3.40625","3.40625"
"1939","3.359375","3.359375","3.359375","3.375","3.375","3.375"
"1940","3.40625","3.40625","3.40625","3.40625","3.40625","3.40625"
"1941","3.375","3.375","3.375","3.40625","3.40625","3.40625"
"1942","3.359375","3.359375","3.359375","3.390625","3.390625","3.390625"
"1943","3.34375","3.34375","3.34375","3.375","3.375","3.375"
