"Step","default vector 8c1 ema 9e-4 - train/lm_loss","default vector 8c1 ema 9e-4 - train/lm_loss__MIN","default vector 8c1 ema 9e-4 - train/lm_loss__MAX","default vector 8c1 ema 7e-4 - train/lm_loss","default vector 8c1 ema 7e-4 - train/lm_loss__MIN","default vector 8c1 ema 7e-4 - train/lm_loss__MAX","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MIN","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MAX","baseline 8c1 9e-4 - train/lm_loss","baseline 8c1 9e-4 - train/lm_loss__MIN","baseline 8c1 9e-4 - train/lm_loss__MAX","baseline 8c1 7e-4 - train/lm_loss","baseline 8c1 7e-4 - train/lm_loss__MIN","baseline 8c1 7e-4 - train/lm_loss__MAX","baseline 8c1 5e-4 - train/lm_loss","baseline 8c1 5e-4 - train/lm_loss__MIN","baseline 8c1 5e-4 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"2618","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2619","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.296875","3.296875","3.296875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2620","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2621","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125"
"2622","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2623","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2624","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2625","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2626","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2627","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2628","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2629","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2630","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.359375","3.359375","3.359375","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125","3.328125","3.328125","3.328125"
"2631","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2632","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2633","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2634","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2635","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2636","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2637","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2638","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2639","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.28125","3.28125","3.28125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2640","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2641","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2642","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125"
"2643","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2644","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2645","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.328125","3.328125","3.328125"
"2646","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2647","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.203125","3.203125","3.203125","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2648","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2649","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2650","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2651","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2652","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125"
"2653","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2654","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2655","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2656","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125"
"2657","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.28125","3.28125","3.28125"
"2658","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2659","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2660","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.3125","3.3125","3.3125"
"2661","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2662","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.3125","3.3125","3.3125"
"2663","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.25","3.25","3.25","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2664","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2665","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2666","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.34375","3.34375","3.34375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2667","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.296875","3.296875","3.296875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2668","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.28125","3.28125","3.28125","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625"
"2669","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.28125","3.28125","3.28125","3.3125","3.3125","3.3125"
"2670","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2671","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.265625","3.265625","3.265625"
"2672","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2673","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2674","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2675","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875","3.296875","3.296875","3.296875"
"2676","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2677","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2678","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2679","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2680","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.328125","3.328125","3.328125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
"2681","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.28125","3.28125","3.28125"
"2682","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.296875","3.296875","3.296875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.265625","3.265625","3.265625"
"2683","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.28125","3.28125","3.28125","3.296875","3.296875","3.296875"
"2684","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.3125","3.3125","3.3125","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.265625","3.265625","3.265625","3.296875","3.296875","3.296875"
